 r_peak96.000000 r_peak_value1.680415 rr_pre_interval96.000000 rr_post_interval98.000000 p_onset3.000000 p_onset_val1.492136 p_peak76.000000 p_peak_val-0.145939 p_end79.000000 p_end_val-0.133384 qrs_onset86.000000 qrs_onset_val0.148638 qrs_end28.000000 qrs_end_val-0.190160 t_peak22.000000 t_peak_val0.000991 t_end98.000000 t_end_val0.299376
 r_peak496476.000000 r_peak_value1.655363 rr_pre_interval273.000000 rr_post_interval252.000000 p_onset114.000000 p_onset_val-0.086457 p_peak170.000000 p_peak_val0.006269 p_end191.000000 p_end_val-0.065218 qrs_onset232.000000 qrs_onset_val0.033575 qrs_end15.000000 qrs_end_val-0.254920 t_peak83.000000 t_peak_val0.075301 t_end114.000000 t_end_val-0.086457
 r_peak496728.000000 r_peak_value1.811504 rr_pre_interval252.000000 rr_post_interval337.000000 p_onset281.000000 p_onset_val0.014862 p_peak316.000000 p_peak_val0.078655 p_end307.000000 p_end_val-0.014465 qrs_onset314.000000 qrs_onset_val0.049047 qrs_end21.000000 qrs_end_val-0.272915 t_peak90.000000 t_peak_val0.079718 t_end119.000000 t_end_val-0.025373
 r_peak497065.000000 r_peak_value1.632794 rr_pre_interval337.000000 rr_post_interval203.000000 p_onset136.000000 p_onset_val-0.068321 p_peak174.000000 p_peak_val0.081305 p_end173.000000 p_end_val0.076837 qrs_onset180.000000 qrs_onset_val0.062370 qrs_end20.000000 qrs_end_val-0.313947 t_peak115.000000 t_peak_val0.003465 t_end136.000000 t_end_val-0.068321
 r_peak497268.000000 r_peak_value1.471019 rr_pre_interval203.000000 rr_post_interval183.000000 p_onset100.000000 p_onset_val0.049076 p_peak162.000000 p_peak_val0.046790 p_end150.000000 p_end_val-0.055734 qrs_onset157.000000 qrs_onset_val0.004330 qrs_end17.000000 qrs_end_val-0.221599 t_peak96.000000 t_peak_val0.088245 t_end100.000000 t_end_val0.049076
 r_peak497451.000000 r_peak_value1.594233 rr_pre_interval183.000000 rr_post_interval274.000000 p_onset222.000000 p_onset_val-0.053885 p_peak250.000000 p_peak_val0.040219 p_end244.000000 p_end_val-0.039922 qrs_onset251.000000 qrs_onset_val0.015328 qrs_end19.000000 qrs_end_val-0.289279 t_peak88.000000 t_peak_val0.070952 t_end90.000000 t_end_val0.045687
 r_peak497725.000000 r_peak_value1.829890 rr_pre_interval274.000000 rr_post_interval243.000000 p_onset119.000000 p_onset_val0.027527 p_peak173.000000 p_peak_val0.084739 p_end216.000000 p_end_val0.002870 qrs_onset227.000000 qrs_onset_val0.235235 qrs_end20.000000 qrs_end_val-0.333323 t_peak119.000000 t_peak_val0.027527 t_end173.000000 t_end_val0.084739
 r_peak497968.000000 r_peak_value1.832663 rr_pre_interval243.000000 rr_post_interval196.000000 p_onset135.000000 p_onset_val-0.111315 p_peak172.000000 p_peak_val0.049733 p_end166.000000 p_end_val-0.055532 qrs_onset173.000000 qrs_onset_val0.049059 qrs_end18.000000 qrs_end_val-0.380067 t_peak81.000000 t_peak_val-0.010517 t_end84.000000 t_end_val-0.072052
 r_peak498164.000000 r_peak_value1.995251 rr_pre_interval196.000000 rr_post_interval246.000000 p_onset128.000000 p_onset_val-0.142709 p_peak184.000000 p_peak_val0.035928 p_end211.000000 p_end_val-0.074682 qrs_onset226.000000 qrs_onset_val0.031759 qrs_end21.000000 qrs_end_val-0.377021 t_peak83.000000 t_peak_val0.027965 t_end128.000000 t_end_val-0.142709
 r_peak498410.000000 r_peak_value1.796946 rr_pre_interval246.000000 rr_post_interval205.000000 p_onset139.000000 p_onset_val-0.063510 p_peak166.000000 p_peak_val0.020175 p_end174.000000 p_end_val-0.026737 qrs_onset179.000000 qrs_onset_val-0.011047 qrs_end19.000000 qrs_end_val-0.296879 t_peak94.000000 t_peak_val-0.026439 t_end102.000000 t_end_val-0.050187
 r_peak498615.000000 r_peak_value2.052732 rr_pre_interval205.000000 rr_post_interval251.000000 p_onset132.000000 p_onset_val-0.176977 p_peak171.000000 p_peak_val0.066862 p_end177.000000 p_end_val0.057238 qrs_onset225.000000 qrs_onset_val0.024543 qrs_end26.000000 qrs_end_val-0.391597 t_peak87.000000 t_peak_val-0.029905 t_end121.000000 t_end_val-0.187932
 r_peak498866.000000 r_peak_value1.772536 rr_pre_interval251.000000 rr_post_interval268.000000 p_onset166.000000 p_onset_val0.004812 p_peak184.000000 p_peak_val0.067336 p_end205.000000 p_end_val-0.051049 qrs_onset251.000000 qrs_onset_val0.299983 qrs_end20.000000 qrs_end_val-0.332366 t_peak94.000000 t_peak_val0.045596 t_end131.000000 t_end_val-0.048746
 r_peak499134.000000 r_peak_value1.737098 rr_pre_interval268.000000 rr_post_interval235.000000 p_onset140.000000 p_onset_val-0.078324 p_peak185.000000 p_peak_val0.056691 p_end192.000000 p_end_val0.041174 qrs_onset213.000000 qrs_onset_val-0.056222 qrs_end17.000000 qrs_end_val-0.282321 t_peak96.000000 t_peak_val-0.041554 t_end130.000000 t_end_val-0.071209
 r_peak499369.000000 r_peak_value1.900829 rr_pre_interval235.000000 rr_post_interval317.000000 p_onset171.000000 p_onset_val-0.046587 p_peak215.000000 p_peak_val0.038275 p_end225.000000 p_end_val-0.007461 qrs_onset302.000000 qrs_onset_val0.243056 qrs_end18.000000 qrs_end_val-0.256726 t_peak90.000000 t_peak_val0.047411 t_end107.000000 t_end_val0.013022
 r_peak499686.000000 r_peak_value1.765048 rr_pre_interval317.000000 rr_post_interval169.000000 p_onset96.000000 p_onset_val-0.009543 p_peak127.000000 p_peak_val0.094814 p_end142.000000 p_end_val0.037965 qrs_onset155.000000 qrs_onset_val0.315755 qrs_end18.000000 qrs_end_val-0.362571 t_peak96.000000 t_peak_val-0.009543 t_end124.000000 t_end_val0.063717
 r_peak499855.000000 r_peak_value1.816226 rr_pre_interval169.000000 rr_post_interval241.000000 p_onset165.000000 p_onset_val-0.019875 p_peak185.000000 p_peak_val0.060877 p_end203.000000 p_end_val0.012913 qrs_onset228.000000 qrs_onset_val0.362771 qrs_end19.000000 qrs_end_val-0.300530 t_peak82.000000 t_peak_val0.006629 t_end109.000000 t_end_val-0.131568
 r_peak500096.000000 r_peak_value1.837003 rr_pre_interval241.000000 rr_post_interval206.000000 p_onset141.000000 p_onset_val-0.029265 p_peak174.000000 p_peak_val0.058950 p_end185.000000 p_end_val-0.030172 qrs_onset192.000000 qrs_onset_val0.497242 qrs_end19.000000 qrs_end_val-0.341978 t_peak119.000000 t_peak_val0.082288 t_end132.000000 t_end_val0.025501
 r_peak500302.000000 r_peak_value1.929829 rr_pre_interval206.000000 rr_post_interval165.000000 p_onset123.000000 p_onset_val-0.185439 p_peak143.000000 p_peak_val-0.054074 p_end145.000000 p_end_val-0.108119 qrs_onset152.000000 qrs_onset_val0.370706 qrs_end21.000000 qrs_end_val-0.412789 t_peak80.000000 t_peak_val0.001818 t_end87.000000 t_end_val-0.026332
 r_peak500467.000000 r_peak_value1.644076 rr_pre_interval165.000000 rr_post_interval250.000000 p_onset141.000000 p_onset_val-0.047775 p_peak185.000000 p_peak_val0.066192 p_end187.000000 p_end_val-0.015030 qrs_onset237.000000 qrs_onset_val0.499234 qrs_end21.000000 qrs_end_val-0.134073 t_peak88.000000 t_peak_val0.136412 t_end141.000000 t_end_val-0.047775
 r_peak500717.000000 r_peak_value1.349517 rr_pre_interval250.000000 rr_post_interval315.000000 p_onset220.000000 p_onset_val0.014686 p_peak265.000000 p_peak_val0.288871 p_end283.000000 p_end_val-0.028496 qrs_onset301.000000 qrs_onset_val0.554342 qrs_end18.000000 qrs_end_val-0.264746 t_peak138.000000 t_peak_val0.212915 t_end164.000000 t_end_val0.097885
 r_peak501032.000000 r_peak_value1.517901 rr_pre_interval315.000000 rr_post_interval298.000000 p_onset171.000000 p_onset_val-0.040941 p_peak210.000000 p_peak_val0.264670 p_end262.000000 p_end_val0.067539 qrs_onset280.000000 qrs_onset_val0.022870 qrs_end19.000000 qrs_end_val-0.222052 t_peak101.000000 t_peak_val0.241444 t_end132.000000 t_end_val0.046740
 r_peak501330.000000 r_peak_value1.735081 rr_pre_interval298.000000 rr_post_interval238.000000 p_onset180.000000 p_onset_val0.115391 p_peak217.000000 p_peak_val0.700283 p_end212.000000 p_end_val0.642650 qrs_onset219.000000 qrs_onset_val0.829892 qrs_end21.000000 qrs_end_val-0.319260 t_peak136.000000 t_peak_val0.259906 t_end180.000000 t_end_val0.115391
 r_peak501568.000000 r_peak_value1.149093 rr_pre_interval238.000000 rr_post_interval256.000000 p_onset196.000000 p_onset_val-0.237176 p_peak228.000000 p_peak_val0.101114 p_end224.000000 p_end_val-0.094858 qrs_onset231.000000 qrs_onset_val-0.161613 qrs_end14.000000 qrs_end_val-1.047428 t_peak108.000000 t_peak_val0.976648 t_end145.000000 t_end_val-0.084762
 r_peak501824.000000 r_peak_value1.551458 rr_pre_interval256.000000 rr_post_interval229.000000 p_onset132.000000 p_onset_val0.114453 p_peak170.000000 p_peak_val0.121788 p_end176.000000 p_end_val0.024107 qrs_onset214.000000 qrs_onset_val0.365862 qrs_end12.000000 qrs_end_val0.278746 t_peak131.000000 t_peak_val0.123356 t_end134.000000 t_end_val0.001068
 r_peak502053.000000 r_peak_value1.937178 rr_pre_interval229.000000 rr_post_interval197.000000 p_onset93.000000 p_onset_val0.043559 p_peak122.000000 p_peak_val0.175550 p_end138.000000 p_end_val-0.058071 qrs_onset182.000000 qrs_onset_val0.276456 qrs_end19.000000 qrs_end_val-0.362743 t_peak97.000000 t_peak_val0.148199 t_end119.000000 t_end_val-0.072758
 r_peak502250.000000 r_peak_value1.794733 rr_pre_interval197.000000 rr_post_interval272.000000 p_onset212.000000 p_onset_val-0.060814 p_peak238.000000 p_peak_val0.310957 p_end252.000000 p_end_val-0.143008 qrs_onset259.000000 qrs_onset_val0.449014 qrs_end18.000000 qrs_end_val-0.580690 t_peak92.000000 t_peak_val0.273683 t_end137.000000 t_end_val-0.040940
 r_peak502522.000000 r_peak_value1.515191 rr_pre_interval272.000000 rr_post_interval308.000000 p_onset253.000000 p_onset_val-0.013147 p_peak287.000000 p_peak_val0.071961 p_end287.000000 p_end_val0.071961 qrs_onset294.000000 qrs_onset_val0.524093 qrs_end19.000000 qrs_end_val-0.354199 t_peak110.000000 t_peak_val0.415720 t_end132.000000 t_end_val0.034263
 r_peak502830.000000 r_peak_value1.335222 rr_pre_interval308.000000 rr_post_interval227.000000 p_onset174.000000 p_onset_val0.001725 p_peak192.000000 p_peak_val0.052070 p_end200.000000 p_end_val0.009217 qrs_onset217.000000 qrs_onset_val0.539780 qrs_end20.000000 qrs_end_val-0.264153 t_peak104.000000 t_peak_val0.065739 t_end134.000000 t_end_val-0.072413
 r_peak503057.000000 r_peak_value1.675690 rr_pre_interval227.000000 rr_post_interval207.000000 p_onset154.000000 p_onset_val-0.071959 p_peak180.000000 p_peak_val0.067416 p_end187.000000 p_end_val0.030348 qrs_onset194.000000 qrs_onset_val0.505363 qrs_end11.000000 qrs_end_val-0.061098 t_peak95.000000 t_peak_val0.089921 t_end124.000000 t_end_val-0.202085
 r_peak503264.000000 r_peak_value1.787416 rr_pre_interval207.000000 rr_post_interval208.000000 p_onset153.000000 p_onset_val-0.050706 p_peak187.000000 p_peak_val0.161127 p_end180.000000 p_end_val0.048823 qrs_onset187.000000 qrs_onset_val0.161127 qrs_end24.000000 qrs_end_val-0.368007 t_peak123.000000 t_peak_val-0.007319 t_end127.000000 t_end_val-0.039826
 r_peak503472.000000 r_peak_value1.763447 rr_pre_interval208.000000 rr_post_interval303.000000 p_onset231.000000 p_onset_val-0.069465 p_peak271.000000 p_peak_val0.251571 p_end272.000000 p_end_val0.136774 qrs_onset293.000000 qrs_onset_val1.097777 qrs_end10.000000 qrs_end_val0.591440 t_peak114.000000 t_peak_val0.394576 t_end173.000000 t_end_val0.018230
 r_peak503775.000000 r_peak_value1.387118 rr_pre_interval303.000000 rr_post_interval239.000000 p_onset162.000000 p_onset_val0.066990 p_peak189.000000 p_peak_val0.139075 p_end210.000000 p_end_val-0.027556 qrs_onset229.000000 qrs_onset_val0.372883 qrs_end15.000000 qrs_end_val-0.188570 t_peak134.000000 t_peak_val0.055233 t_end148.000000 t_end_val0.022695
 r_peak504014.000000 r_peak_value0.915861 rr_pre_interval239.000000 rr_post_interval305.000000 p_onset169.000000 p_onset_val0.310565 p_peak203.000000 p_peak_val0.314953 p_end217.000000 p_end_val0.194405 qrs_onset295.000000 qrs_onset_val0.584276 qrs_end14.000000 qrs_end_val-0.292430 t_peak92.000000 t_peak_val0.393762 t_end125.000000 t_end_val-0.189122
 r_peak504319.000000 r_peak_value1.539951 rr_pre_interval305.000000 rr_post_interval215.000000 p_onset106.000000 p_onset_val0.136412 p_peak155.000000 p_peak_val0.173151 p_end171.000000 p_end_val-0.001050 qrs_onset197.000000 qrs_onset_val-0.142351 qrs_end11.000000 qrs_end_val-0.005331 t_peak106.000000 t_peak_val0.136412 t_end147.000000 t_end_val0.168967
 r_peak504534.000000 r_peak_value1.755847 rr_pre_interval215.000000 rr_post_interval177.000000 p_onset83.000000 p_onset_val0.144939 p_peak125.000000 p_peak_val0.036192 p_end137.000000 p_end_val-0.035029 qrs_onset154.000000 qrs_onset_val0.019360 qrs_end18.000000 qrs_end_val-0.390626 t_peak85.000000 t_peak_val0.182259 t_end123.000000 t_end_val-0.089685
 r_peak504711.000000 r_peak_value1.639185 rr_pre_interval177.000000 rr_post_interval458.000000 p_onset285.000000 p_onset_val-0.397758 p_peak344.000000 p_peak_val0.283842 p_end414.000000 p_end_val-0.017335 qrs_onset445.000000 qrs_onset_val0.610000 qrs_end20.000000 qrs_end_val-0.310972 t_peak243.000000 t_peak_val0.983713 t_end271.000000 t_end_val-0.399343
 r_peak505169.000000 r_peak_value0.998150 rr_pre_interval458.000000 rr_post_interval214.000000 p_onset116.000000 p_onset_val-0.074624 p_peak166.000000 p_peak_val0.110157 p_end179.000000 p_end_val-0.008824 qrs_onset192.000000 qrs_onset_val0.020503 qrs_end14.000000 qrs_end_val-0.257648 t_peak89.000000 t_peak_val0.222805 t_end116.000000 t_end_val-0.074624
 r_peak505383.000000 r_peak_value1.504124 rr_pre_interval214.000000 rr_post_interval146.000000 p_onset69.000000 p_onset_val0.122461 p_peak88.000000 p_peak_val0.096660 p_end120.000000 p_end_val0.002538 qrs_onset132.000000 qrs_onset_val-0.061772 qrs_end16.000000 qrs_end_val-0.310109 t_peak68.000000 t_peak_val0.152947 t_end70.000000 t_end_val0.047054
 r_peak505529.000000 r_peak_value1.059811 rr_pre_interval146.000000 rr_post_interval145.000000 p_onset39.000000 p_onset_val-0.315391 p_peak93.000000 p_peak_val0.301725 p_end111.000000 p_end_val0.018323 qrs_onset130.000000 qrs_onset_val0.262963 qrs_end25.000000 qrs_end_val-0.362414 t_peak86.000000 t_peak_val0.165644 t_end98.000000 t_end_val-0.132663
 r_peak505674.000000 r_peak_value1.323244 rr_pre_interval145.000000 rr_post_interval167.000000 p_onset85.000000 p_onset_val-0.033622 p_peak109.000000 p_peak_val0.133776 p_end135.000000 p_end_val-0.152257 qrs_onset152.000000 qrs_onset_val0.139028 qrs_end10.000000 qrs_end_val-0.219469 t_peak70.000000 t_peak_val0.128603 t_end92.000000 t_end_val-0.096647
 r_peak505841.000000 r_peak_value1.823307 rr_pre_interval167.000000 rr_post_interval216.000000 p_onset111.000000 p_onset_val-0.099968 p_peak138.000000 p_peak_val0.216160 p_end149.000000 p_end_val0.092288 qrs_onset201.000000 qrs_onset_val0.026709 qrs_end19.000000 qrs_end_val-0.136159 t_peak94.000000 t_peak_val0.055031 t_end107.000000 t_end_val-0.129482
 r_peak506057.000000 r_peak_value2.078322 rr_pre_interval216.000000 rr_post_interval259.000000 p_onset149.000000 p_onset_val-0.092398 p_peak174.000000 p_peak_val0.387525 p_end176.000000 p_end_val0.084171 qrs_onset243.000000 qrs_onset_val0.077867 qrs_end15.000000 qrs_end_val0.091598 t_peak89.000000 t_peak_val0.335799 t_end92.000000 t_end_val0.032037
 r_peak506316.000000 r_peak_value2.173964 rr_pre_interval259.000000 rr_post_interval214.000000 p_onset147.000000 p_onset_val-0.116787 p_peak192.000000 p_peak_val0.250266 p_end182.000000 p_end_val-0.008230 qrs_onset189.000000 qrs_onset_val-0.229373 qrs_end9.000000 qrs_end_val1.139653 t_peak127.000000 t_peak_val0.273340 t_end147.000000 t_end_val-0.116787
 r_peak506530.000000 r_peak_value2.042868 rr_pre_interval214.000000 rr_post_interval142.000000 p_onset65.000000 p_onset_val-0.481833 p_peak94.000000 p_peak_val0.084107 p_end95.000000 p_end_val0.039201 qrs_onset125.000000 qrs_onset_val-0.250188 qrs_end20.000000 qrs_end_val-0.354749 t_peak77.000000 t_peak_val0.087022 t_end95.000000 t_end_val0.039201
 r_peak506672.000000 r_peak_value1.630767 rr_pre_interval142.000000 rr_post_interval143.000000 p_onset68.000000 p_onset_val-0.146789 p_peak97.000000 p_peak_val0.132787 p_end103.000000 p_end_val-0.020755 qrs_onset127.000000 qrs_onset_val0.211801 qrs_end14.000000 qrs_end_val-0.225691 t_peak66.000000 t_peak_val-0.000676 t_end70.000000 t_end_val-0.223059
 r_peak506815.000000 r_peak_value1.736285 rr_pre_interval143.000000 rr_post_interval268.000000 p_onset149.000000 p_onset_val-0.053764 p_peak179.000000 p_peak_val0.237681 p_end185.000000 p_end_val0.209060 qrs_onset256.000000 qrs_onset_val0.594060 qrs_end15.000000 qrs_end_val-0.272147 t_peak79.000000 t_peak_val0.107774 t_end102.000000 t_end_val-0.087525
 r_peak507083.000000 r_peak_value1.837461 rr_pre_interval268.000000 rr_post_interval155.000000 p_onset98.000000 p_onset_val-0.131457 p_peak131.000000 p_peak_val0.444862 p_end130.000000 p_end_val0.354673 qrs_onset137.000000 qrs_onset_val0.005583 qrs_end19.000000 qrs_end_val-0.366411 t_peak86.000000 t_peak_val-0.157240 t_end98.000000 t_end_val-0.131457
 r_peak507238.000000 r_peak_value0.785176 rr_pre_interval155.000000 rr_post_interval231.000000 p_onset140.000000 p_onset_val-0.169311 p_peak165.000000 p_peak_val0.117005 p_end175.000000 p_end_val-0.095972 qrs_onset206.000000 qrs_onset_val-0.045392 qrs_end16.000000 qrs_end_val-0.078869 t_peak113.000000 t_peak_val0.524889 t_end147.000000 t_end_val-0.255736
 r_peak507469.000000 r_peak_value2.066349 rr_pre_interval231.000000 rr_post_interval235.000000 p_onset149.000000 p_onset_val0.012338 p_peak191.000000 p_peak_val0.225409 p_end199.000000 p_end_val0.056476 qrs_onset206.000000 qrs_onset_val-0.060170 qrs_end23.000000 qrs_end_val-0.400063 t_peak130.000000 t_peak_val0.218998 t_end142.000000 t_end_val-0.022364
 r_peak507704.000000 r_peak_value2.114311 rr_pre_interval235.000000 rr_post_interval159.000000 p_onset91.000000 p_onset_val-0.015504 p_peak118.000000 p_peak_val0.158148 p_end127.000000 p_end_val-0.030081 qrs_onset148.000000 qrs_onset_val0.607728 qrs_end20.000000 qrs_end_val-0.346663 t_peak88.000000 t_peak_val0.110844 t_end92.000000 t_end_val-0.010661
 r_peak507863.000000 r_peak_value1.431771 rr_pre_interval159.000000 rr_post_interval217.000000 p_onset104.000000 p_onset_val0.128464 p_peak131.000000 p_peak_val0.304340 p_end137.000000 p_end_val0.195954 qrs_onset209.000000 qrs_onset_val1.290641 qrs_end9.000000 qrs_end_val0.654092 t_peak129.000000 t_peak_val0.417193 t_end137.000000 t_end_val0.195954
 r_peak508080.000000 r_peak_value1.754154 rr_pre_interval217.000000 rr_post_interval256.000000 p_onset198.000000 p_onset_val-0.005296 p_peak225.000000 p_peak_val0.332994 p_end244.000000 p_end_val0.623041 qrs_onset251.000000 qrs_onset_val1.354434 qrs_end6.000000 qrs_end_val1.104561 t_peak92.000000 t_peak_val0.491144 t_end116.000000 t_end_val-0.004324
 r_peak508336.000000 r_peak_value1.457648 rr_pre_interval256.000000 rr_post_interval1366.000000 p_onset869.000000 p_onset_val0.120125 p_peak912.000000 p_peak_val1.288667 p_end954.000000 p_end_val-0.428389 qrs_onset1353.000000 qrs_onset_val0.867491 qrs_end9.000000 qrs_end_val0.848181 t_peak659.000000 t_peak_val1.341661 t_end682.000000 t_end_val-0.300048
 r_peak509702.000000 r_peak_value1.415140 rr_pre_interval1366.000000 rr_post_interval398.000000 p_onset216.000000 p_onset_val1.771710 p_peak239.000000 p_peak_val1.177431 p_end294.000000 p_end_val-0.228888 qrs_onset384.000000 qrs_onset_val0.580781 qrs_end18.000000 qrs_end_val-0.273339 t_peak222.000000 t_peak_val1.917196 t_end294.000000 t_end_val-0.228888
 r_peak510100.000000 r_peak_value1.397272 rr_pre_interval398.000000 rr_post_interval400.000000 p_onset130.000000 p_onset_val0.057098 p_peak240.000000 p_peak_val0.487339 p_end297.000000 p_end_val-0.135672 qrs_onset373.000000 qrs_onset_val-0.118384 qrs_end17.000000 qrs_end_val-0.177461 t_peak229.000000 t_peak_val0.826194 t_end297.000000 t_end_val-0.135672
 r_peak510500.000000 r_peak_value1.406129 rr_pre_interval400.000000 rr_post_interval210.000000 p_onset125.000000 p_onset_val0.087056 p_peak162.000000 p_peak_val0.088368 p_end171.000000 p_end_val0.013885 qrs_onset190.000000 qrs_onset_val-0.053295 qrs_end21.000000 qrs_end_val-0.336287 t_peak123.000000 t_peak_val0.087557 t_end125.000000 t_end_val0.087056
 r_peak510710.000000 r_peak_value1.611094 rr_pre_interval210.000000 rr_post_interval400.000000 p_onset218.000000 p_onset_val0.133636 p_peak243.000000 p_peak_val0.064418 p_end274.000000 p_end_val-0.112369 qrs_onset374.000000 qrs_onset_val-0.087447 qrs_end8.000000 qrs_end_val0.893414 t_peak135.000000 t_peak_val1.065505 t_end185.000000 t_end_val-0.122680
 r_peak511110.000000 r_peak_value1.610031 rr_pre_interval400.000000 rr_post_interval545.000000 p_onset428.000000 p_onset_val-0.020465 p_peak470.000000 p_peak_val0.047602 p_end484.000000 p_end_val-0.005550 qrs_onset533.000000 qrs_onset_val0.716174 qrs_end19.000000 qrs_end_val-0.188761 t_peak226.000000 t_peak_val1.381382 t_end290.000000 t_end_val1.076457
