 r_peak670.000000 r_peak_value0.754263 rr_pre_interval670.000000 rr_post_interval211.000000 p_onset87.000000 p_onset_val-0.163854 p_peak127.000000 p_peak_val0.053889 p_end152.000000 p_end_val-0.272037 qrs_onset199.000000 qrs_onset_val-0.263700 qrs_end5.000000 qrs_end_val0.905251 t_peak20.000000 t_peak_val1.131756 t_end80.000000 t_end_val-0.142804
 r_peak502368.000000 r_peak_value1.978683 rr_pre_interval314.000000 rr_post_interval316.000000 p_onset126.000000 p_onset_val1.438370 p_peak238.000000 p_peak_val0.217179 p_end285.000000 p_end_val-0.413401 qrs_onset301.000000 qrs_onset_val-0.394515 qrs_end15.000000 qrs_end_val0.276285 t_peak125.000000 t_peak_val1.442665 t_end188.000000 t_end_val-0.173543
 r_peak502684.000000 r_peak_value1.718134 rr_pre_interval316.000000 rr_post_interval303.000000 p_onset123.000000 p_onset_val1.405168 p_peak182.000000 p_peak_val0.285955 p_end248.000000 p_end_val-0.447148 qrs_onset294.000000 qrs_onset_val-0.300329 qrs_end15.000000 qrs_end_val0.263417 t_peak121.000000 t_peak_val1.410544 t_end160.000000 t_end_val0.170482
 r_peak502987.000000 r_peak_value1.747714 rr_pre_interval303.000000 rr_post_interval515.000000 p_onset110.000000 p_onset_val1.993733 p_peak315.000000 p_peak_val1.182543 p_end387.000000 p_end_val-0.159531 qrs_onset498.000000 qrs_onset_val-0.187757 qrs_end10.000000 qrs_end_val0.776914 t_peak110.000000 t_peak_val1.993733 t_end300.000000 t_end_val0.931260
 r_peak503502.000000 r_peak_value1.824156 rr_pre_interval515.000000 rr_post_interval308.000000 p_onset256.000000 p_onset_val-0.188008 p_peak286.000000 p_peak_val-0.182647 p_end293.000000 p_end_val-0.194810 qrs_onset295.000000 qrs_onset_val-0.178823 qrs_end16.000000 qrs_end_val-0.059434 t_peak119.000000 t_peak_val1.418818 t_end179.000000 t_end_val-0.211574
 r_peak503810.000000 r_peak_value1.900050 rr_pre_interval308.000000 rr_post_interval317.000000 p_onset252.000000 p_onset_val-0.239966 p_peak277.000000 p_peak_val0.206833 p_end289.000000 p_end_val0.078918 qrs_onset296.000000 qrs_onset_val-0.093338 qrs_end18.000000 qrs_end_val0.128042 t_peak127.000000 t_peak_val1.530602 t_end190.000000 t_end_val-0.188760
 r_peak504127.000000 r_peak_value1.810831 rr_pre_interval317.000000 rr_post_interval316.000000 p_onset126.000000 p_onset_val1.531146 p_peak218.000000 p_peak_val0.255959 p_end277.000000 p_end_val-0.444040 qrs_onset297.000000 qrs_onset_val-0.414448 qrs_end37.000000 qrs_end_val-2.423967 t_peak125.000000 t_peak_val1.539421 t_end188.000000 t_end_val-0.170892
 r_peak504443.000000 r_peak_value1.800285 rr_pre_interval316.000000 rr_post_interval309.000000 p_onset35.000000 p_onset_val-2.478964 p_peak186.000000 p_peak_val-0.247730 p_end211.000000 p_end_val-0.350910 qrs_onset295.000000 qrs_onset_val-0.314121 qrs_end26.000000 qrs_end_val-1.902505 t_peak118.000000 t_peak_val1.610497 t_end211.000000 t_end_val-0.350910
 r_peak504752.000000 r_peak_value1.882477 rr_pre_interval309.000000 rr_post_interval603.000000 p_onset307.000000 p_onset_val1.470064 p_peak416.000000 p_peak_val1.503681 p_end467.000000 p_end_val-0.195349 qrs_onset589.000000 qrs_onset_val0.128792 qrs_end19.000000 qrs_end_val-0.644653 t_peak304.000000 t_peak_val1.969045 t_end336.000000 t_end_val-2.201302
 r_peak505355.000000 r_peak_value2.110783 rr_pre_interval603.000000 rr_post_interval304.000000 p_onset184.000000 p_onset_val-0.091691 p_peak235.000000 p_peak_val0.191037 p_end275.000000 p_end_val-0.451502 qrs_onset289.000000 qrs_onset_val-0.432178 qrs_end21.000000 qrs_end_val-1.095644 t_peak119.000000 t_peak_val1.581175 t_end184.000000 t_end_val-0.091691
 r_peak505659.000000 r_peak_value1.755380 rr_pre_interval304.000000 rr_post_interval300.000000 p_onset113.000000 p_onset_val1.567966 p_peak181.000000 p_peak_val0.278278 p_end210.000000 p_end_val-0.268996 qrs_onset286.000000 qrs_onset_val-0.372367 qrs_end20.000000 qrs_end_val-0.759040 t_peak115.000000 t_peak_val1.598953 t_end174.000000 t_end_val0.330363
 r_peak505959.000000 r_peak_value1.828856 rr_pre_interval300.000000 rr_post_interval591.000000 p_onset250.000000 p_onset_val-0.517147 p_peak372.000000 p_peak_val1.712700 p_end459.000000 p_end_val-0.423539 qrs_onset576.000000 qrs_onset_val-0.108056 qrs_end29.000000 qrs_end_val-2.268433 t_peak121.000000 t_peak_val2.105490 t_end233.000000 t_end_val-0.496646
 r_peak506550.000000 r_peak_value1.899187 rr_pre_interval591.000000 rr_post_interval318.000000 p_onset225.000000 p_onset_val-0.263069 p_peak245.000000 p_peak_val-0.219027 p_end256.000000 p_end_val-0.250062 qrs_onset306.000000 qrs_onset_val-0.058245 qrs_end14.000000 qrs_end_val0.282900 t_peak125.000000 t_peak_val1.659130 t_end214.000000 t_end_val-0.286909
 r_peak506868.000000 r_peak_value2.068652 rr_pre_interval318.000000 rr_post_interval596.000000 p_onset309.000000 p_onset_val1.273903 p_peak417.000000 p_peak_val1.603639 p_end464.000000 p_end_val-0.122489 qrs_onset577.000000 qrs_onset_val-0.485125 qrs_end19.000000 qrs_end_val-0.700690 t_peak305.000000 t_peak_val1.799390 t_end340.000000 t_end_val-2.553558
 r_peak507464.000000 r_peak_value1.728432 rr_pre_interval596.000000 rr_post_interval297.000000 p_onset120.000000 p_onset_val1.753468 p_peak181.000000 p_peak_val-0.209453 p_end240.000000 p_end_val-0.416817 qrs_onset284.000000 qrs_onset_val-0.223681 qrs_end20.000000 qrs_end_val-1.023009 t_peak121.000000 t_peak_val1.773076 t_end180.000000 t_end_val-0.221302
 r_peak507761.000000 r_peak_value1.938105 rr_pre_interval297.000000 rr_post_interval301.000000 p_onset242.000000 p_onset_val-0.262194 p_peak262.000000 p_peak_val-0.205001 p_end263.000000 p_end_val-0.211349 qrs_onset284.000000 qrs_onset_val-0.181457 qrs_end12.000000 qrs_end_val0.678607 t_peak113.000000 t_peak_val1.287400 t_end201.000000 t_end_val-0.241849
 r_peak508062.000000 r_peak_value2.161003 rr_pre_interval301.000000 rr_post_interval315.000000 p_onset243.000000 p_onset_val-0.214137 p_peak285.000000 p_peak_val0.154797 p_end278.000000 p_end_val-0.072193 qrs_onset285.000000 qrs_onset_val0.154797 qrs_end27.000000 qrs_end_val-1.656272 t_peak123.000000 t_peak_val1.427525 t_end194.000000 t_end_val-0.236657
 r_peak508377.000000 r_peak_value2.215282 rr_pre_interval315.000000 rr_post_interval315.000000 p_onset182.000000 p_onset_val-0.167820 p_peak228.000000 p_peak_val0.253150 p_end281.000000 p_end_val-0.376942 qrs_onset300.000000 qrs_onset_val-0.324088 qrs_end28.000000 qrs_end_val-2.201021 t_peak121.000000 t_peak_val1.595831 t_end177.000000 t_end_val-0.183526
 r_peak508692.000000 r_peak_value1.875112 rr_pre_interval315.000000 rr_post_interval310.000000 p_onset112.000000 p_onset_val1.286146 p_peak186.000000 p_peak_val0.070347 p_end220.000000 p_end_val-0.279904 qrs_onset305.000000 qrs_onset_val-0.069139 qrs_end37.000000 qrs_end_val-2.272272 t_peak123.000000 t_peak_val1.442556 t_end220.000000 t_end_val-0.279904
 r_peak509002.000000 r_peak_value1.898604 rr_pre_interval310.000000 rr_post_interval519.000000 p_onset175.000000 p_onset_val-0.216458 p_peak312.000000 p_peak_val1.326523 p_end369.000000 p_end_val0.372610 qrs_onset507.000000 qrs_onset_val-0.277977 qrs_end6.000000 qrs_end_val1.298448 t_peak114.000000 t_peak_val2.165865 t_end173.000000 t_end_val-0.196301
 r_peak509521.000000 r_peak_value2.012696 rr_pre_interval519.000000 rr_post_interval591.000000 p_onset301.000000 p_onset_val1.501786 p_peak411.000000 p_peak_val1.392663 p_end483.000000 p_end_val-0.109375 qrs_onset577.000000 qrs_onset_val0.000329 qrs_end17.000000 qrs_end_val0.150095 t_peak296.000000 t_peak_val2.058402 t_end333.000000 t_end_val-2.074766
 r_peak510112.000000 r_peak_value2.281190 rr_pre_interval591.000000 rr_post_interval307.000000 p_onset179.000000 p_onset_val-0.105328 p_peak240.000000 p_peak_val-0.000424 p_end247.000000 p_end_val-0.086866 qrs_onset293.000000 qrs_onset_val-0.357666 qrs_end8.000000 qrs_end_val1.452099 t_peak119.000000 t_peak_val1.449358 t_end198.000000 t_end_val-0.208354
 r_peak510419.000000 r_peak_value1.976520 rr_pre_interval307.000000 rr_post_interval313.000000 p_onset127.000000 p_onset_val0.873915 p_peak189.000000 p_peak_val0.163006 p_end230.000000 p_end_val-0.289515 qrs_onset298.000000 qrs_onset_val-0.260768 qrs_end13.000000 qrs_end_val0.864828 t_peak124.000000 t_peak_val0.909729 t_end127.000000 t_end_val0.873915
 r_peak510732.000000 r_peak_value2.044044 rr_pre_interval313.000000 rr_post_interval562.000000 p_onset265.000000 p_onset_val-0.808479 p_peak350.000000 p_peak_val0.753626 p_end395.000000 p_end_val0.472400 qrs_onset551.000000 qrs_onset_val-0.204499 qrs_end18.000000 qrs_end_val0.518180 t_peak135.000000 t_peak_val1.511144 t_end212.000000 t_end_val-0.381817
 r_peak511294.000000 r_peak_value1.922993 rr_pre_interval562.000000 rr_post_interval300.000000 p_onset39.000000 p_onset_val-2.352526 p_peak184.000000 p_peak_val-0.153246 p_end198.000000 p_end_val-0.211803 qrs_onset290.000000 qrs_onset_val-0.158682 qrs_end14.000000 qrs_end_val0.631080 t_peak112.000000 t_peak_val1.426363 t_end170.000000 t_end_val-0.248762
 r_peak511594.000000 r_peak_value1.883168 rr_pre_interval300.000000 rr_post_interval523.000000 p_onset280.000000 p_onset_val0.618073 p_peak319.000000 p_peak_val0.777026 p_end380.000000 p_end_val-0.206749 qrs_onset512.000000 qrs_onset_val0.047194 qrs_end12.000000 qrs_end_val0.876034 t_peak113.000000 t_peak_val1.359765 t_end185.000000 t_end_val-0.095942
 r_peak512117.000000 r_peak_value2.104311 rr_pre_interval523.000000 rr_post_interval304.000000 p_onset198.000000 p_onset_val-0.064795 p_peak250.000000 p_peak_val0.220676 p_end257.000000 p_end_val0.097040 qrs_onset290.000000 qrs_onset_val-0.366927 qrs_end13.000000 qrs_end_val1.109403 t_peak125.000000 t_peak_val1.215314 t_end173.000000 t_end_val-0.118794
 r_peak512421.000000 r_peak_value1.872053 rr_pre_interval304.000000 rr_post_interval312.000000 p_onset123.000000 p_onset_val1.529327 p_peak198.000000 p_peak_val0.250938 p_end268.000000 p_end_val-0.431773 qrs_onset297.000000 qrs_onset_val-0.400816 qrs_end14.000000 qrs_end_val0.425361 t_peak124.000000 t_peak_val1.536960 t_end197.000000 t_end_val0.236487
 r_peak512733.000000 r_peak_value2.116630 rr_pre_interval312.000000 rr_post_interval631.000000 p_onset502.000000 p_onset_val-0.321865 p_peak528.000000 p_peak_val2.218259 p_end569.000000 p_end_val-2.272149 qrs_onset606.000000 qrs_onset_val0.437994 qrs_end15.000000 qrs_end_val0.284169 t_peak133.000000 t_peak_val1.314261 t_end312.000000 t_end_val0.850817
 r_peak513364.000000 r_peak_value1.151257 rr_pre_interval631.000000 rr_post_interval205.000000 p_onset151.000000 p_onset_val-0.353699 p_peak184.000000 p_peak_val-0.218275 p_end183.000000 p_end_val-0.221331 qrs_onset190.000000 qrs_onset_val-0.164403 qrs_end9.000000 qrs_end_val1.494972 t_peak22.000000 t_peak_val1.859611 t_end90.000000 t_end_val-0.206597
 r_peak513569.000000 r_peak_value2.075362 rr_pre_interval205.000000 rr_post_interval305.000000 p_onset244.000000 p_onset_val-0.271206 p_peak284.000000 p_peak_val-0.237196 p_end282.000000 p_end_val-0.245503 qrs_onset289.000000 qrs_onset_val-0.202462 qrs_end26.000000 qrs_end_val-1.152022 t_peak117.000000 t_peak_val1.130715 t_end181.000000 t_end_val-0.302701
 r_peak513874.000000 r_peak_value2.063211 rr_pre_interval305.000000 rr_post_interval495.000000 p_onset271.000000 p_onset_val0.846242 p_peak297.000000 p_peak_val0.750723 p_end383.000000 p_end_val-0.324985 qrs_onset478.000000 qrs_onset_val-0.188620 qrs_end18.000000 qrs_end_val0.789200 t_peak124.000000 t_peak_val1.231428 t_end271.000000 t_end_val0.846242
 r_peak514369.000000 r_peak_value2.685017 rr_pre_interval495.000000 rr_post_interval556.000000 p_onset119.000000 p_onset_val1.323152 p_peak337.000000 p_peak_val1.153823 p_end390.000000 p_end_val-0.114608 qrs_onset542.000000 qrs_onset_val-0.180311 qrs_end19.000000 qrs_end_val-0.053307 t_peak120.000000 t_peak_val1.336725 t_end334.000000 t_end_val1.139262
 r_peak514925.000000 r_peak_value2.258153 rr_pre_interval556.000000 rr_post_interval316.000000 p_onset128.000000 p_onset_val1.402088 p_peak201.000000 p_peak_val0.111276 p_end255.000000 p_end_val-0.453209 qrs_onset303.000000 qrs_onset_val-0.364905 qrs_end16.000000 qrs_end_val0.458605 t_peak130.000000 t_peak_val1.414612 t_end200.000000 t_end_val0.095006
 r_peak515241.000000 r_peak_value2.190157 rr_pre_interval316.000000 rr_post_interval310.000000 p_onset251.000000 p_onset_val-0.394516 p_peak281.000000 p_peak_val-0.330972 p_end282.000000 p_end_val-0.351098 qrs_onset297.000000 qrs_onset_val-0.325532 qrs_end15.000000 qrs_end_val0.652680 t_peak137.000000 t_peak_val1.394798 t_end187.000000 t_end_val-0.348182
 r_peak515551.000000 r_peak_value2.707666 rr_pre_interval310.000000 rr_post_interval300.000000 p_onset186.000000 p_onset_val-0.341297 p_peak223.000000 p_peak_val-0.239325 p_end241.000000 p_end_val-0.324764 qrs_onset289.000000 qrs_onset_val-0.149734 qrs_end16.000000 qrs_end_val0.888325 t_peak121.000000 t_peak_val1.230160 t_end164.000000 t_end_val-0.415733
 r_peak515851.000000 r_peak_value2.854875 rr_pre_interval300.000000 rr_post_interval295.000000 p_onset227.000000 p_onset_val-0.482539 p_peak257.000000 p_peak_val-0.139466 p_end280.000000 p_end_val-0.379780 qrs_onset283.000000 qrs_onset_val-0.484184 qrs_end13.000000 qrs_end_val1.624670 t_peak119.000000 t_peak_val1.388526 t_end163.000000 t_end_val-0.310032
 r_peak516146.000000 r_peak_value2.973842 rr_pre_interval295.000000 rr_post_interval299.000000 p_onset122.000000 p_onset_val0.927462 p_peak206.000000 p_peak_val0.045440 p_end248.000000 p_end_val-0.388792 qrs_onset281.000000 qrs_onset_val-0.437789 qrs_end17.000000 qrs_end_val0.882008 t_peak122.000000 t_peak_val0.927462 t_end200.000000 t_end_val0.021945
 r_peak516445.000000 r_peak_value3.326944 rr_pre_interval299.000000 rr_post_interval307.000000 p_onset192.000000 p_onset_val-0.474044 p_peak225.000000 p_peak_val-0.373511 p_end255.000000 p_end_val-0.511801 qrs_onset292.000000 qrs_onset_val-0.313304 qrs_end18.000000 qrs_end_val0.532901 t_peak126.000000 t_peak_val1.128196 t_end178.000000 t_end_val-0.479124
 r_peak516752.000000 r_peak_value3.400911 rr_pre_interval307.000000 rr_post_interval945.000000 p_onset593.000000 p_onset_val0.067400 p_peak625.000000 p_peak_val3.018826 p_end668.000000 p_end_val-2.142491 qrs_onset931.000000 qrs_onset_val-0.364891 qrs_end26.000000 qrs_end_val-0.757586 t_peak312.000000 t_peak_val3.335251 t_end353.000000 t_end_val-1.459435
 r_peak517697.000000 r_peak_value2.830987 rr_pre_interval945.000000 rr_post_interval307.000000 p_onset131.000000 p_onset_val0.974283 p_peak189.000000 p_peak_val-0.364498 p_end203.000000 p_end_val-0.448557 qrs_onset302.000000 qrs_onset_val0.291805 qrs_end25.000000 qrs_end_val-0.353104 t_peak140.000000 t_peak_val1.120254 t_end200.000000 t_end_val-0.476394
 r_peak518004.000000 r_peak_value2.890770 rr_pre_interval307.000000 rr_post_interval293.000000 p_onset165.000000 p_onset_val-0.399405 p_peak205.000000 p_peak_val-0.243762 p_end233.000000 p_end_val-0.325407 qrs_onset279.000000 qrs_onset_val-0.281597 qrs_end16.000000 qrs_end_val1.130033 t_peak114.000000 t_peak_val1.089403 t_end165.000000 t_end_val-0.399405
 r_peak518297.000000 r_peak_value2.683074 rr_pre_interval293.000000 rr_post_interval595.000000 p_onset299.000000 p_onset_val2.081459 p_peak414.000000 p_peak_val1.287694 p_end468.000000 p_end_val-0.278575 qrs_onset583.000000 qrs_onset_val-0.381426 qrs_end17.000000 qrs_end_val0.833027 t_peak294.000000 t_peak_val2.390110 t_end333.000000 t_end_val-2.395877
 r_peak518892.000000 r_peak_value2.307148 rr_pre_interval595.000000 rr_post_interval314.000000 p_onset241.000000 p_onset_val-0.312477 p_peak292.000000 p_peak_val-0.218730 p_end294.000000 p_end_val-0.258762 qrs_onset301.000000 qrs_onset_val-0.326489 qrs_end14.000000 qrs_end_val0.977962 t_peak134.000000 t_peak_val1.022322 t_end189.000000 t_end_val-0.406662
 r_peak519206.000000 r_peak_value2.221912 rr_pre_interval314.000000 rr_post_interval321.000000 p_onset259.000000 p_onset_val-0.219028 p_peak292.000000 p_peak_val-0.113544 p_end305.000000 p_end_val-0.245832 qrs_onset307.000000 qrs_onset_val-0.260566 qrs_end24.000000 qrs_end_val-0.091285 t_peak130.000000 t_peak_val1.048714 t_end206.000000 t_end_val-0.323608
 r_peak519527.000000 r_peak_value2.035297 rr_pre_interval321.000000 rr_post_interval312.000000 p_onset217.000000 p_onset_val-0.327542 p_peak279.000000 p_peak_val0.050548 p_end289.000000 p_end_val-0.024185 qrs_onset296.000000 qrs_onset_val-0.241066 qrs_end18.000000 qrs_end_val0.521551 t_peak121.000000 t_peak_val1.141271 t_end177.000000 t_end_val-0.227086
 r_peak519839.000000 r_peak_value2.027868 rr_pre_interval312.000000 rr_post_interval300.000000 p_onset127.000000 p_onset_val0.837774 p_peak201.000000 p_peak_val0.242368 p_end243.000000 p_end_val-0.441613 qrs_onset286.000000 qrs_onset_val-0.296254 qrs_end17.000000 qrs_end_val0.901192 t_peak123.000000 t_peak_val0.846395 t_end163.000000 t_end_val-0.282004
 r_peak520139.000000 r_peak_value2.097446 rr_pre_interval300.000000 rr_post_interval302.000000 p_onset236.000000 p_onset_val-0.270862 p_peak273.000000 p_peak_val-0.220125 p_end277.000000 p_end_val-0.249090 qrs_onset289.000000 qrs_onset_val-0.162084 qrs_end31.000000 qrs_end_val-1.512334 t_peak126.000000 t_peak_val1.158921 t_end168.000000 t_end_val-0.324498
 r_peak520441.000000 r_peak_value2.126945 rr_pre_interval302.000000 rr_post_interval298.000000 p_onset118.000000 p_onset_val1.054530 p_peak184.000000 p_peak_val-0.089421 p_end216.000000 p_end_val-0.136724 qrs_onset285.000000 qrs_onset_val-0.165863 qrs_end18.000000 qrs_end_val0.522510 t_peak122.000000 t_peak_val1.128511 t_end183.000000 t_end_val-0.097431
 r_peak520739.000000 r_peak_value2.031051 rr_pre_interval298.000000 rr_post_interval299.000000 p_onset219.000000 p_onset_val-0.223591 p_peak269.000000 p_peak_val0.062225 p_end276.000000 p_end_val-0.120204 qrs_onset287.000000 qrs_onset_val-0.280095 qrs_end15.000000 qrs_end_val1.031160 t_peak116.000000 t_peak_val1.155064 t_end168.000000 t_end_val-0.336254
 r_peak521038.000000 r_peak_value1.928981 rr_pre_interval299.000000 rr_post_interval311.000000 p_onset180.000000 p_onset_val-0.124011 p_peak202.000000 p_peak_val0.154719 p_end241.000000 p_end_val-0.353211 qrs_onset299.000000 qrs_onset_val-0.352318 qrs_end13.000000 qrs_end_val1.008747 t_peak126.000000 t_peak_val1.087400 t_end180.000000 t_end_val-0.124011
 r_peak521349.000000 r_peak_value1.967369 rr_pre_interval311.000000 rr_post_interval318.000000 p_onset242.000000 p_onset_val-0.409796 p_peak273.000000 p_peak_val-0.234372 p_end288.000000 p_end_val-0.323981 qrs_onset305.000000 qrs_onset_val-0.202540 qrs_end17.000000 qrs_end_val0.846319 t_peak138.000000 t_peak_val1.138638 t_end198.000000 t_end_val-0.387709
 r_peak521667.000000 r_peak_value2.125297 rr_pre_interval318.000000 rr_post_interval317.000000 p_onset266.000000 p_onset_val-0.206491 p_peak286.000000 p_peak_val-0.059205 p_end293.000000 p_end_val-0.161069 qrs_onset306.000000 qrs_onset_val-0.036523 qrs_end14.000000 qrs_end_val1.173040 t_peak126.000000 t_peak_val1.138106 t_end190.000000 t_end_val-0.318481
 r_peak521984.000000 r_peak_value2.217161 rr_pre_interval317.000000 rr_post_interval311.000000 p_onset232.000000 p_onset_val-0.265346 p_peak259.000000 p_peak_val0.085048 p_end278.000000 p_end_val-0.209921 qrs_onset298.000000 qrs_onset_val-0.389625 qrs_end16.000000 qrs_end_val1.035735 t_peak130.000000 t_peak_val0.992791 t_end203.000000 t_end_val-0.261866
 r_peak522295.000000 r_peak_value2.222775 rr_pre_interval311.000000 rr_post_interval296.000000 p_onset117.000000 p_onset_val0.895549 p_peak181.000000 p_peak_val0.254140 p_end217.000000 p_end_val-0.396409 qrs_onset283.000000 qrs_onset_val-0.305580 qrs_end24.000000 qrs_end_val-0.056346 t_peak122.000000 t_peak_val0.963041 t_end188.000000 t_end_val0.168121
 r_peak522591.000000 r_peak_value2.272179 rr_pre_interval296.000000 rr_post_interval288.000000 p_onset115.000000 p_onset_val1.381833 p_peak179.000000 p_peak_val-0.304452 p_end217.000000 p_end_val-0.398841 qrs_onset275.000000 qrs_onset_val-0.284497 qrs_end17.000000 qrs_end_val0.320470 t_peak117.000000 t_peak_val1.441943 t_end175.000000 t_end_val-0.313825
 r_peak522879.000000 r_peak_value2.331319 rr_pre_interval288.000000 rr_post_interval306.000000 p_onset224.000000 p_onset_val-0.218416 p_peak251.000000 p_peak_val-0.162552 p_end260.000000 p_end_val-0.231423 qrs_onset292.000000 qrs_onset_val-0.098917 qrs_end16.000000 qrs_end_val0.887277 t_peak125.000000 t_peak_val0.551177 t_end169.000000 t_end_val-0.338480
